UID,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,buy
UID287,30,blue-collar,single,secondary,no,103,yes,no,cellular,17,apr,2053,2,317,1,other,0
UID288,30,blue-collar,married,secondary,no,393,yes,no,cellular,17,apr,1034,2,-1,0,unknown,0
UID289,72,retired,single,tertiary,no,1285,no,no,telephone,1,feb,280,2,91,7,failure,0
UID290,36,housemaid,married,secondary,no,2880,no,no,unknown,12,jun,283,1,-1,0,unknown,0
UID291,31,blue-collar,married,secondary,no,136,no,no,cellular,12,may,228,2,267,1,failure,1
UID292,36,services,married,tertiary,no,2167,yes,yes,unknown,12,may,120,2,-1,0,unknown,0
UID293,58,technician,married,secondary,no,3399,no,no,cellular,26,may,1078,1,97,7,other,1
UID294,30,entrepreneur,married,primary,no,495,yes,no,cellular,17,apr,384,2,-1,0,unknown,0
UID295,31,management,married,tertiary,no,2984,no,no,cellular,22,apr,343,5,-1,0,unknown,0
UID296,33,blue-collar,married,secondary,no,175,yes,no,unknown,15,may,392,2,-1,0,unknown,0
UID297,46,blue-collar,married,secondary,no,5,no,no,cellular,18,aug,71,3,-1,0,unknown,0
UID298,44,admin.,divorced,secondary,no,738,yes,no,cellular,11,may,55,1,171,8,failure,0
UID299,44,self-employed,married,unknown,no,680,yes,no,telephone,30,jul,84,4,-1,0,unknown,0
UID300,55,technician,married,secondary,no,176,yes,no,cellular,28,jul,106,2,-1,0,unknown,0
UID301,38,admin.,married,secondary,no,0,yes,no,telephone,16,jul,264,5,-1,0,unknown,0
UID302,49,self-employed,married,secondary,no,505,yes,no,telephone,15,may,354,2,-1,0,unknown,0
UID303,28,management,divorced,tertiary,no,229,yes,no,cellular,9,apr,1042,2,315,2,other,1
UID304,63,retired,married,tertiary,no,133,yes,no,cellular,13,feb,104,2,-1,0,unknown,0
UID305,37,management,single,tertiary,no,808,no,no,cellular,5,may,29,4,349,1,failure,0
UID306,40,housemaid,married,secondary,no,84,yes,yes,unknown,12,jun,230,7,-1,0,unknown,0
UID307,46,blue-collar,married,secondary,no,-3,yes,no,unknown,9,may,92,2,-1,0,unknown,0
UID308,33,blue-collar,married,secondary,no,328,yes,no,cellular,20,apr,72,1,264,9,failure,0
UID309,74,retired,married,tertiary,no,1742,no,no,cellular,28,oct,1092,1,-1,0,unknown,0
UID310,32,blue-collar,married,primary,no,-175,yes,no,unknown,21,may,116,1,-1,0,unknown,0
UID311,28,entrepreneur,married,secondary,no,490,yes,no,cellular,17,apr,728,1,316,3,other,0
UID312,51,technician,single,secondary,no,-463,yes,no,cellular,5,may,496,1,343,3,failure,0
UID313,31,admin.,single,tertiary,no,253,yes,no,cellular,13,may,82,5,355,4,failure,0
UID314,31,management,married,tertiary,no,1812,no,no,cellular,4,nov,138,1,84,2,failure,0
UID315,29,blue-collar,divorced,secondary,no,0,yes,no,unknown,25,jun,281,3,-1,0,unknown,0
UID316,59,technician,married,secondary,no,259,no,no,cellular,15,jun,415,1,89,1,success,1
UID317,49,management,single,tertiary,no,53,no,no,unknown,6,jun,133,3,-1,0,unknown,0
UID318,36,management,married,tertiary,no,369,no,no,cellular,18,nov,193,4,102,2,failure,0
UID319,38,blue-collar,married,primary,no,-459,yes,yes,cellular,19,nov,219,2,-1,0,unknown,0
UID320,30,services,single,secondary,no,-174,yes,no,unknown,7,may,113,1,-1,0,unknown,0
UID321,43,technician,divorced,secondary,no,1612,no,no,cellular,28,aug,119,2,95,3,success,0
UID322,27,student,single,secondary,no,1625,no,no,cellular,2,feb,180,5,-1,0,unknown,0
UID323,23,admin.,single,secondary,no,1104,yes,no,unknown,12,may,120,2,-1,0,unknown,0
UID324,45,admin.,married,secondary,no,967,no,no,unknown,9,jun,63,1,-1,0,unknown,0
UID325,35,blue-collar,single,secondary,no,0,yes,no,cellular,8,may,237,1,368,1,other,0
UID326,38,blue-collar,married,secondary,no,266,yes,no,unknown,7,may,287,1,-1,0,unknown,0
UID327,70,retired,married,secondary,no,2384,no,no,cellular,30,oct,196,2,-1,0,unknown,1
UID328,74,retired,married,secondary,no,3771,no,no,telephone,16,apr,159,1,-1,0,unknown,0
UID329,57,retired,married,primary,no,7938,no,no,unknown,17,jun,133,1,-1,0,unknown,0
UID330,37,management,married,secondary,yes,33,no,yes,cellular,17,jul,117,1,-1,0,unknown,0
UID331,51,management,married,tertiary,no,15904,no,no,cellular,7,aug,504,4,-1,0,unknown,0
UID332,44,admin.,married,primary,no,-92,no,yes,cellular,28,jul,526,5,-1,0,unknown,0
UID333,36,management,married,tertiary,no,6404,yes,yes,telephone,9,jul,304,1,-1,0,unknown,0
UID334,56,blue-collar,married,primary,no,0,no,no,unknown,17,jun,82,2,-1,0,unknown,0
UID335,56,retired,married,primary,no,-464,yes,no,cellular,29,jul,820,6,-1,0,unknown,0
UID336,40,management,single,tertiary,no,80,yes,no,cellular,30,jan,182,3,-1,0,unknown,0
UID337,36,technician,single,secondary,no,966,no,no,cellular,8,oct,135,2,91,13,failure,0
UID338,34,management,married,tertiary,no,-308,yes,no,cellular,30,apr,140,2,-1,0,unknown,0
UID339,28,admin.,married,secondary,no,9779,yes,yes,unknown,28,may,480,2,-1,0,unknown,0
UID340,28,blue-collar,divorced,unknown,no,101,yes,no,unknown,28,may,126,4,-1,0,unknown,0
UID341,30,management,single,tertiary,no,1372,no,no,cellular,20,nov,240,2,-1,0,unknown,0
UID342,41,entrepreneur,married,secondary,no,353,no,no,cellular,19,nov,90,2,-1,0,unknown,0
UID343,58,management,married,tertiary,no,657,no,no,cellular,25,aug,378,3,-1,0,unknown,0
UID344,34,blue-collar,single,primary,yes,81,no,yes,cellular,9,feb,44,2,-1,0,unknown,0
UID345,34,blue-collar,married,primary,no,72,yes,no,cellular,15,may,93,3,-1,0,unknown,0
UID346,41,technician,single,secondary,no,-618,yes,yes,cellular,11,jul,215,1,-1,0,unknown,0
UID347,50,blue-collar,married,primary,no,14,yes,yes,unknown,26,may,68,1,-1,0,unknown,0
UID348,34,self-employed,married,tertiary,no,2427,no,no,telephone,2,jun,50,2,120,1,other,0
UID349,52,services,divorced,secondary,no,238,yes,no,cellular,6,may,101,1,362,5,other,0
UID350,50,services,married,secondary,no,3374,no,no,unknown,19,jun,27,2,-1,0,unknown,0
UID351,54,management,divorced,tertiary,no,3777,no,no,cellular,25,aug,56,2,-1,0,unknown,0
UID352,23,blue-collar,married,secondary,no,-295,yes,no,cellular,15,may,411,1,323,2,failure,0
UID353,39,technician,married,secondary,no,501,no,no,unknown,26,may,289,1,-1,0,unknown,0
UID354,35,management,married,tertiary,yes,89,no,yes,unknown,8,may,166,3,-1,0,unknown,0
UID355,71,retired,married,unknown,no,1741,no,no,cellular,18,aug,177,1,-1,0,unknown,0
UID356,47,self-employed,married,secondary,no,1803,no,no,cellular,30,jan,188,2,-1,0,unknown,0
UID357,33,services,married,secondary,no,387,yes,no,cellular,7,apr,327,2,138,2,failure,0
UID358,50,blue-collar,divorced,primary,no,388,no,no,cellular,5,feb,701,1,-1,0,unknown,0
UID359,30,student,single,secondary,no,336,no,no,cellular,29,jan,67,1,-1,0,unknown,0
UID360,34,technician,married,secondary,no,-287,yes,yes,unknown,26,may,199,1,-1,0,unknown,0
UID361,57,unemployed,divorced,secondary,no,2762,no,no,telephone,19,nov,100,1,-1,0,unknown,0
UID362,34,blue-collar,divorced,primary,no,0,yes,no,cellular,15,may,206,5,-1,0,unknown,0
UID363,40,blue-collar,married,primary,no,968,yes,yes,unknown,8,may,213,1,-1,0,unknown,0
UID364,34,blue-collar,married,secondary,no,2447,yes,no,cellular,14,may,330,2,-1,0,unknown,0
UID365,36,management,married,tertiary,no,3874,no,no,cellular,25,aug,425,6,-1,0,unknown,0
UID366,36,management,single,tertiary,no,546,yes,no,cellular,6,aug,91,3,-1,0,unknown,0
UID367,54,services,divorced,secondary,no,0,no,no,cellular,18,mar,362,1,290,3,success,1
UID368,46,technician,married,secondary,no,388,no,no,cellular,4,feb,6,9,7,1,other,0
UID369,28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,-1,0,unknown,1
UID370,20,student,single,unknown,no,2785,no,no,cellular,16,sep,327,2,-1,0,unknown,1
UID371,30,admin.,married,tertiary,no,631,no,no,cellular,13,aug,293,3,-1,0,unknown,0
UID372,49,housemaid,divorced,unknown,no,2754,no,no,unknown,6,jun,18,2,-1,0,unknown,0
UID373,33,technician,married,secondary,no,8,no,no,cellular,29,aug,462,2,-1,0,unknown,0
UID374,32,technician,single,tertiary,no,1732,no,no,cellular,12,aug,140,4,-1,0,unknown,0
UID375,54,blue-collar,married,secondary,no,-10,yes,no,cellular,21,nov,490,2,-1,0,unknown,0
UID376,48,technician,married,tertiary,no,0,no,yes,cellular,18,nov,106,1,-1,0,unknown,0
UID377,37,blue-collar,single,unknown,no,2188,no,no,unknown,16,may,193,8,-1,0,unknown,0
UID378,42,technician,single,secondary,no,0,no,no,telephone,31,jul,33,13,-1,0,unknown,0
UID379,39,self-employed,married,primary,no,2077,yes,no,cellular,31,jul,88,21,-1,0,unknown,0
UID380,27,blue-collar,married,primary,no,0,no,no,telephone,2,feb,45,1,-1,0,unknown,0
UID381,32,management,married,tertiary,no,-149,no,no,cellular,5,feb,93,1,8,1,other,0
UID382,47,management,divorced,tertiary,no,-363,yes,yes,unknown,27,may,513,1,-1,0,unknown,0
UID383,46,management,married,unknown,no,802,yes,no,telephone,25,jul,417,1,-1,0,unknown,0
UID384,32,admin.,married,secondary,no,0,yes,no,cellular,24,jul,151,2,-1,0,unknown,0
UID385,29,technician,single,secondary,no,3851,no,no,cellular,2,nov,59,2,-1,0,unknown,0
UID386,46,technician,divorced,secondary,no,1,yes,yes,unknown,26,may,200,3,-1,0,unknown,0
UID387,36,management,married,tertiary,no,396,no,no,cellular,13,aug,67,5,-1,0,unknown,0
UID388,34,blue-collar,single,primary,no,245,yes,no,unknown,21,may,21,3,-1,0,unknown,0
UID389,47,entrepreneur,married,tertiary,no,459,yes,no,cellular,29,jul,189,4,-1,0,unknown,0
UID390,60,management,divorced,secondary,no,773,yes,yes,unknown,16,may,597,22,-1,0,unknown,0
UID391,61,retired,married,tertiary,no,5267,no,no,cellular,11,feb,226,3,-1,0,unknown,1
UID392,31,student,single,unknown,no,376,no,no,cellular,16,nov,202,1,96,2,other,0
UID393,27,blue-collar,married,primary,no,1002,yes,no,unknown,3,jun,583,1,-1,0,unknown,0
UID394,26,blue-collar,single,secondary,no,339,yes,no,unknown,26,may,165,5,-1,0,unknown,0
UID395,30,admin.,married,secondary,no,4,no,no,unknown,20,jun,7,2,-1,0,unknown,0
UID396,32,management,single,tertiary,no,15561,yes,no,cellular,28,jul,151,3,-1,0,unknown,0
UID397,30,blue-collar,married,secondary,no,128,yes,no,unknown,14,may,273,1,-1,0,unknown,0
UID398,46,admin.,married,secondary,no,171,yes,yes,cellular,11,oct,251,1,430,1,failure,0
UID399,41,technician,married,unknown,no,254,yes,no,unknown,8,may,690,1,-1,0,unknown,0
UID400,37,admin.,married,unknown,no,497,yes,no,telephone,19,nov,178,2,-1,0,unknown,0
UID401,38,management,married,tertiary,no,1802,no,no,cellular,18,nov,74,1,-1,0,unknown,0
UID402,42,housemaid,divorced,tertiary,no,364,no,no,cellular,18,nov,52,1,-1,0,unknown,0
UID403,32,management,married,tertiary,no,514,yes,no,unknown,28,may,497,2,-1,0,unknown,0
UID404,58,retired,married,secondary,no,195,no,no,cellular,2,feb,41,1,-1,0,unknown,0
UID405,29,services,single,secondary,no,553,no,yes,cellular,28,jul,60,5,-1,0,unknown,0
UID406,29,services,single,secondary,yes,-308,no,no,cellular,18,jul,113,1,-1,0,unknown,0
UID407,25,student,single,secondary,no,1608,no,no,cellular,30,apr,664,2,-1,0,unknown,1
UID408,32,management,married,tertiary,no,2667,yes,no,cellular,4,sep,171,2,186,2,failure,0
UID409,54,unknown,married,unknown,no,895,no,no,cellular,7,oct,335,1,-1,0,unknown,1
UID410,59,retired,married,secondary,no,163,no,no,cellular,24,jul,464,1,-1,0,unknown,0
UID411,33,blue-collar,married,secondary,no,3514,yes,no,cellular,20,nov,214,2,184,2,failure,0
UID412,22,unemployed,single,tertiary,no,993,no,no,cellular,28,jul,115,3,93,1,other,1
UID413,38,blue-collar,married,secondary,no,451,no,no,cellular,30,jan,143,1,-1,0,unknown,0
UID414,50,admin.,single,secondary,no,330,yes,no,unknown,28,may,24,1,-1,0,unknown,0
UID415,32,services,married,unknown,no,23,no,no,cellular,11,jul,425,2,-1,0,unknown,0
UID416,38,management,married,tertiary,no,0,no,no,cellular,5,feb,214,2,-1,0,unknown,0
UID417,27,blue-collar,single,tertiary,no,1372,no,no,cellular,21,jul,230,1,-1,0,unknown,0
UID418,39,admin.,married,secondary,no,70,yes,no,cellular,31,jul,13,11,-1,0,unknown,0
UID419,39,blue-collar,divorced,primary,yes,-294,yes,no,unknown,5,jun,181,2,-1,0,unknown,0
UID420,25,technician,single,secondary,no,276,yes,no,unknown,12,may,268,4,-1,0,unknown,0
UID421,56,management,single,primary,no,109,no,yes,telephone,17,nov,124,1,129,18,other,0
UID422,29,unemployed,single,tertiary,no,111,no,no,cellular,6,feb,98,2,-1,0,unknown,0
UID423,38,management,divorced,unknown,no,488,yes,no,cellular,8,may,238,6,-1,0,unknown,0
UID424,34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16,may,125,1,-1,0,unknown,0
UID425,50,unknown,married,unknown,no,0,no,no,cellular,21,aug,120,2,-1,0,unknown,0
UID426,46,admin.,married,secondary,no,196,yes,no,telephone,14,may,29,2,-1,0,unknown,0
UID427,44,management,married,tertiary,no,2365,no,yes,cellular,26,may,159,3,-1,0,unknown,0
UID428,43,blue-collar,married,secondary,no,664,yes,no,unknown,12,jun,354,1,-1,0,unknown,0
UID429,55,unemployed,married,secondary,no,1339,no,no,cellular,2,feb,299,2,-1,0,unknown,0
UID430,30,management,single,secondary,no,-62,no,yes,cellular,30,jul,117,17,-1,0,unknown,0
UID431,37,blue-collar,married,primary,no,907,yes,no,unknown,3,jun,23,1,-1,0,unknown,0
UID432,26,technician,single,secondary,no,1842,yes,yes,cellular,22,jul,611,1,-1,0,unknown,0
UID433,33,technician,married,secondary,no,-805,no,no,cellular,7,jul,208,2,-1,0,unknown,0
UID434,32,student,single,secondary,no,5836,no,no,cellular,2,sep,281,2,493,2,failure,0
UID435,38,services,married,secondary,no,1970,yes,no,cellular,30,apr,701,1,176,1,success,1
UID436,35,admin.,married,secondary,no,287,yes,no,cellular,2,feb,115,3,245,8,failure,0
UID437,36,services,married,secondary,no,211,yes,no,unknown,9,may,93,2,-1,0,unknown,0
UID438,30,management,single,tertiary,no,232,no,no,cellular,15,jul,219,1,91,1,success,1
UID439,43,services,single,unknown,no,193,yes,no,unknown,8,may,74,7,-1,0,unknown,0
UID440,37,admin.,divorced,secondary,no,3975,yes,no,cellular,11,may,163,2,-1,0,unknown,0
UID441,51,admin.,married,secondary,no,2967,no,no,unknown,17,jun,83,2,-1,0,unknown,0
UID442,57,admin.,married,secondary,no,1504,yes,no,cellular,29,jan,52,1,245,2,failure,0
UID443,35,services,married,secondary,no,109,yes,no,unknown,6,may,597,3,-1,0,unknown,0
UID444,37,technician,divorced,secondary,no,531,no,no,unknown,17,jun,150,7,-1,0,unknown,0
UID445,67,retired,married,unknown,no,2540,no,no,telephone,14,jun,278,5,116,4,other,1
UID446,35,technician,married,tertiary,no,944,no,no,cellular,8,aug,351,2,-1,0,unknown,0
UID447,21,student,single,secondary,no,1746,no,no,cellular,21,aug,487,2,-1,0,unknown,0
UID448,42,technician,single,secondary,no,0,yes,no,unknown,6,may,293,1,-1,0,unknown,0
UID449,32,management,married,tertiary,no,500,no,yes,cellular,29,aug,107,2,-1,0,unknown,0
UID450,49,admin.,married,secondary,no,0,no,no,cellular,7,aug,301,2,-1,0,unknown,0
UID451,56,technician,divorced,unknown,no,1939,yes,no,cellular,30,jul,121,3,-1,0,unknown,0
UID452,33,admin.,married,secondary,no,393,yes,no,unknown,28,may,383,1,-1,0,unknown,0
UID453,36,management,married,tertiary,no,1041,yes,no,cellular,14,may,480,2,-1,0,unknown,0
UID454,43,blue-collar,married,primary,no,-418,yes,yes,cellular,14,may,106,2,-1,0,unknown,0
UID455,44,technician,married,tertiary,no,1933,no,no,cellular,5,jun,462,1,-1,0,unknown,1
UID456,34,services,married,secondary,no,0,yes,no,unknown,19,may,115,4,-1,0,unknown,0
UID457,46,entrepreneur,married,secondary,no,4000,no,no,cellular,30,jul,251,3,-1,0,unknown,0
UID458,50,technician,married,secondary,no,0,yes,no,cellular,17,nov,114,4,168,2,failure,0
UID459,30,services,married,secondary,no,80,yes,no,unknown,8,may,185,2,-1,0,unknown,0
UID460,28,blue-collar,single,primary,no,426,yes,no,cellular,18,may,953,3,-1,0,unknown,0
UID461,56,management,married,tertiary,no,2333,no,no,cellular,4,may,244,1,-1,0,unknown,1
UID462,77,retired,married,tertiary,no,699,no,no,cellular,13,aug,425,2,-1,0,unknown,1
UID463,35,management,single,tertiary,no,467,yes,no,cellular,14,aug,82,2,-1,0,unknown,0
UID464,44,housemaid,married,primary,no,2388,no,no,cellular,21,nov,570,2,-1,0,unknown,0
UID465,56,management,married,tertiary,no,167,yes,no,telephone,7,apr,189,1,-1,0,unknown,0
UID466,34,admin.,married,secondary,no,1671,no,no,unknown,21,may,160,1,-1,0,unknown,0
UID467,45,retired,married,primary,no,1152,no,no,unknown,18,jun,234,2,-1,0,unknown,0
UID468,45,management,single,secondary,no,-57,no,yes,cellular,7,jul,262,1,-1,0,unknown,0
UID469,32,technician,married,secondary,no,68,yes,no,cellular,9,jul,224,1,-1,0,unknown,0
UID470,49,services,married,secondary,no,1314,no,no,cellular,14,aug,834,14,-1,0,unknown,1
UID471,41,technician,single,unknown,no,3652,yes,no,cellular,12,may,127,1,363,2,success,0
UID472,44,unemployed,married,primary,no,280,yes,no,unknown,5,jun,193,2,-1,0,unknown,0
UID473,37,blue-collar,married,secondary,no,166,yes,no,unknown,13,may,135,3,-1,0,unknown,0
UID474,37,technician,married,secondary,no,807,yes,no,cellular,12,may,807,3,172,4,failure,0
UID475,26,technician,single,secondary,no,3244,no,no,cellular,2,feb,141,1,5,1,failure,0
UID476,54,unemployed,divorced,secondary,no,309,no,no,cellular,20,apr,241,1,-1,0,unknown,1
UID477,53,management,married,tertiary,no,7249,yes,yes,cellular,19,nov,350,1,-1,0,unknown,0
UID478,41,management,married,secondary,no,1956,no,no,cellular,4,may,114,6,168,11,other,0
UID479,50,management,married,tertiary,no,109,yes,no,cellular,13,aug,185,2,-1,0,unknown,0
UID480,31,technician,single,secondary,no,35,no,yes,cellular,16,jul,229,1,-1,0,unknown,0
UID481,64,management,married,secondary,no,1646,no,no,cellular,12,aug,68,3,-1,0,unknown,0
UID482,36,self-employed,single,secondary,no,652,no,no,unknown,17,jun,187,1,-1,0,unknown,0
UID483,38,services,single,secondary,no,322,yes,no,unknown,26,may,61,1,-1,0,unknown,0
UID484,32,technician,single,secondary,no,644,yes,yes,unknown,21,may,198,1,-1,0,unknown,0
UID485,37,management,married,tertiary,no,1330,yes,no,cellular,29,jan,41,2,261,1,failure,0
UID486,39,technician,married,secondary,no,1385,yes,yes,telephone,9,jul,446,1,-1,0,unknown,0
UID487,34,management,married,secondary,no,487,yes,no,unknown,8,may,442,2,-1,0,unknown,0
UID488,49,technician,married,secondary,no,905,no,no,cellular,12,aug,90,1,68,1,success,0
UID489,28,services,single,secondary,no,229,yes,no,unknown,9,may,322,1,-1,0,unknown,0
UID490,26,blue-collar,single,secondary,no,428,no,yes,cellular,7,jul,575,1,-1,0,unknown,0
UID491,52,blue-collar,divorced,primary,no,29,yes,no,cellular,15,may,223,2,298,1,failure,0
UID492,27,technician,single,unknown,no,59,no,no,cellular,15,jul,792,4,-1,0,unknown,0
UID493,39,entrepreneur,married,secondary,no,689,no,no,cellular,30,jul,240,3,-1,0,unknown,0
UID494,45,management,married,secondary,no,672,yes,no,telephone,28,jan,227,3,187,1,other,0
UID495,58,entrepreneur,married,tertiary,yes,0,no,yes,cellular,25,jul,138,4,-1,0,unknown,0
UID496,35,technician,single,secondary,no,24,no,no,cellular,22,aug,392,1,-1,0,unknown,0
UID497,33,blue-collar,married,secondary,no,304,yes,no,unknown,13,may,139,2,-1,0,unknown,0
UID498,39,blue-collar,divorced,secondary,no,42,yes,no,unknown,6,may,226,2,-1,0,unknown,0
UID499,28,services,single,secondary,no,123,yes,no,cellular,6,may,115,1,359,3,failure,0
UID500,34,blue-collar,married,secondary,no,-211,yes,no,cellular,29,jan,135,2,184,5,failure,0
UID501,58,blue-collar,married,secondary,no,1075,yes,no,cellular,18,may,42,1,-1,0,unknown,0
UID502,32,student,single,unknown,no,376,no,no,cellular,13,may,457,2,178,3,failure,0
UID503,50,management,married,tertiary,no,1463,no,yes,cellular,16,jun,459,2,-1,0,unknown,0
UID504,48,entrepreneur,married,tertiary,no,461,no,yes,cellular,17,jul,284,1,-1,0,unknown,0
UID505,64,technician,married,tertiary,no,826,no,no,telephone,22,apr,101,1,-1,0,unknown,0
UID506,33,technician,single,tertiary,no,443,no,no,cellular,11,aug,240,5,-1,0,unknown,0
UID507,55,management,married,unknown,no,1185,no,no,unknown,5,may,677,1,-1,0,unknown,0
UID508,56,admin.,married,secondary,no,33,yes,no,cellular,19,aug,97,2,-1,0,unknown,0
UID509,36,entrepreneur,married,secondary,no,185,yes,no,cellular,15,jul,136,2,-1,0,unknown,0
UID510,42,housemaid,married,primary,no,2328,no,no,cellular,20,aug,133,2,-1,0,unknown,0
UID511,30,services,single,secondary,no,495,yes,no,cellular,21,nov,641,1,-1,0,unknown,1
UID512,50,technician,single,secondary,no,1811,no,no,cellular,8,jun,97,4,-1,0,unknown,0
UID513,45,housemaid,married,tertiary,no,0,yes,no,telephone,7,may,309,1,-1,0,unknown,0
